14584|15796284
14212|9504250
8|12810192
17|1456923
18|9825962
13256|15784420
32|6512516
34|12803892
45|9014106
46|3131404
47|15461970
50|7046376
10374|8997571
66|15433742
71|12826421
81|5547268
95|9529471
13257|9558041
13980|1587576
12595|9494149
110|6361940
114|10375624
115|8413814
120|1497337
10933|12199428
125|12810942
128|12816347
14917|9502888
133|9555365
134|12810826
142|3932788
12383|1503160
154|12809871
157|300025
170|9010414
14213|9546606
191|12818816
10219|6391900
213|7653460
233|12823518
13125|1652912
10405|9496047
260|10220100
261|1448368
265|12817887
280|1475800
286|9536903
288|1625549
303|12819515
14364|1475603
309|12813177
345|12806131
346|12806131
355|6410251
362|12809703
363|1507038
364|12806131
13258|1430306
13981|9559550
2617|4704850
388|7603092
396|3419152
398|12814516
402|12807377
407|12808560
471|1440288
13816|1506064
538|6672142
571|1426553
626|12022767
639|1472616
13127|15387757
864|1444112
13259|1425465
13580|1465401
936|15449848
12016|15398236
14365|1460164
1060|7661601
13982|1432302
1085|16117378
14908|1482894
11912|15425516
1202|868195
13983|1462177
9753|6675416
1231|1434555
1257|5546403
14918|9507635
14322|7623398
1271|10534549
1272|6391915
1281|15464353
1288|7597853
1298|842992
1335|5554967
1363|1480932
1416|12311063
1434|2992154
13073|6360432
13262|7587410
14558|1474331
13436|15810360
13128|1504451
13984|9500681
14449|10371822
12934|9503542
1600|6029821
11773|15132192
1670|6012162
1673|9008100
13074|15791114
14450|10356564
12298|9116420
1765|1498576
1789|9558051
99017|6659527
1801|2662200
12952|15789624
10410|1427813
11843|15390149
1931|6666653
1932|2653243
14103|10372648
3769|2771651
12084|1640995
9449|1814202
2046|9503544
2097|6381645
2107|6435106
2121|7601622
2124|15811771
12953|1442785
2710|4409239
2174|15083529
13264|1478795
13263|1506706
2202|7591878
12384|9503559
10124|6636751
7462|6371071
2279|9003100
2340|8986192
13985|1490440
13986|1481452
12385|8992961
11927|1428383
13266|1458424
2460|7572894
14214|9543758
2534|6524552
12891|7598615
13987|9494801
2582|2994978
2606|3578207
13818|1790228
2609|2995260
2624|9001095
14324|7579282
13988|15447387
14451|10362219
14919|1450538
385|1643233
2792|6257322
2806|6661929
12956|1483733
2844|1491895
13271|1433535
2857|9117258
2862|6653049
14326|1493013
4152|9512991
11224|9503594
2889|6665959
13669|10328736
12087|1493803
2940|15095460
2954|8985895
2983|1824528
14452|9557527
12018|3296820
13273|1792439
3931|1433351
14327|15765297
13081|5602387
4793|1493796
3064|15435952
3071|9737953
3101|5708073
3103|1491086
1192|1501116
12993|1505649
12894|6381624
11122|12328444
3146|6258469
3151|7598617
3154|870021
13082|15788120
14328|15824979
13083|15818629
3188|377395
12994|1786618
3215|9694989
12968|7607446
14585|1504087
3259|6257339
13134|7602334
3266|6258446
7140|458089
13617|1823830
3319|1489057
3371|15421782
12817|7607446
12079|1331196
13489|10401718
3419|15812474
3426|10384510
3534|7851820
1933|392501
12082|15131498
3548|1805363
3557|9209154
13085|15808213
3564|2334166
10693|15115895
3123|3207236
12085|9503529
14689|1503108
12951|1466614
3619|6264729
13275|1498459
12863|3363273
3645|5853306
3661|4266830
3702|12307420
11700|1216285
3705|15112567
12498|1558185
13276|1763502
3778|9187776
12996|9494940
3804|1506390
3827|9012902
3844|2282455
3850|1635038
3870|15252283
14453|6358907
12499|16747319
14105|9494763
3937|6257336
3943|2261850
13439|3678409
3956|15431157
14106|10328756
3981|3287205
14110|10336181
13281|1844438
11895|15429459
14690|1491244
4014|14715087
13139|7600835
14107|9530937
12113|6391887
13992|1843057
13284|15773015
4151|6234769
7226|9558532
13993|1761757
4176|1576480
4191|6360951
4198|12806131
4231|11105868
4238|11091883
14691|1486347
4274|15817287
5186|9118286
4354|9247529
13446|1493176
10568|12417939
4414|1433973
1820|1447582
4437|11103217
10583|12356231
12791|1433354
4476|6637763
13286|15454407
4524|12031911
14108|10324900
13142|12332661
4600|6653433
4601|7604582
4615|1493025
14368|1815686
13288|15462814
12998|1457704
14369|1781467
14109|1434545
4742|9118299
4762|8089078
2540|6374528
12960|1610480
11850|15462101
4829|7482968
4842|10339693
12313|3876650
13289|9557517
14329|7606714
11079|1502239
14370|1790557
14371|1825215
13098|9502910
13820|6651645
12946|12307531
5085|8985483
12902|1456438
13584|9559531
14215|9527024
923|10530091
5113|6663450
5115|9726990
12999|1819331
14147|1466110
5154|12327442
13822|1468366
5185|9205392
5188|3391794
99051|1449632
5227|12306355
13996|9527046
14388|1762330
14454|10403043
13000|6358912
5252|6646320
12092|1642854
13618|1473416
13619|1489748
5316|9503545
5331|9739084
12873|10364476
6029|3130186
6318|3905787
5372|9206026
5383|12417849
5395|1785630
5401|10135112
5407|1433486
5421|1444327
5433|9505626
5435|9547875
10656|9503555
5507|1253551
5547|9243794
13587|1438315
14692|1452529
12830|15397661
14217|15768290
13001|15398548
5657|9235961
14389|1818614
5715|9228039
13823|10401668
13105|15432238
5748|533561
5752|532628
13296|1497451
5760|518836
5762|537009
13997|15434165
5768|9230298
13297|1475827
13394|10353261
12679|1437742
14114|1482191
12469|7584402
13308|10343312
14330|10323472
5809|9215037
14115|15815938
13300|1825906
13998|1471908
5916|6257277
5917|9224530
13108|15416970
3751|1502631
13588|9494944
13006|6668907
5942|9241193
12909|7568805
2452|6355692
13109|10346533
11900|3402812
6033|6643536
12025|3276965
13110|15432661
6052|3116143
13009|1793897
6068|3109258
13151|7608913
13999|9502279
14372|1791293
6098|3109255
10643|6380579
6105|3116155
13111|15430734
14000|9527996
12801|9006018
12910|6653591
6181|3138303
7432|6347233
13396|10329485
13491|6661843
13398|10375981
13305|11930043
11854|15454620
6264|4143225
11188|12327907
14148|1844070
2545|6257713
12882|10399338
6320|15797087
11855|15122714
13306|8980699
8167|6257436
14331|7606053
6369|1437539
13012|15390077
12507|1448397
10512|6308580
13013|15810410
12105|1513691
14373|1484426
14116|1434648
14455|1454228
6441|1494469
14002|1491223
12107|3427545
13310|15523595
13155|7575633
12806|9014008
13311|1428767
14374|1817157
13400|10366636
13157|1557433
13122|1475118
14218|1505275
6738|6400895
7268|3399740
12185|7495224
14140|1496862
11641|9116540
6661|7681939
12479|9548594
13826|15388644
14118|9554185
13315|9320571
11509|1607383
13159|7592560
14693|1789499
6735|4310180
14587|9531575
6755|6586325
6783|6380571
13827|9560035
10291|6391870
12810|9240711
14219|1432788
12846|9517450
12847|9503554
11598|1444794
12511|1524214
12918|1474351
13015|7600120
13404|524417
14920|1427377
6950|753583
6952|624025
11862|9545932
14456|10396858
7069|15459127
14921|1440089
7080|1484234
7087|9543919
13161|15808248
7102|8414022
13405|15436411
14141|1454727
13321|10362971
12921|1496741
14119|1457889
12196|1623081
7121|605026
7130|560047
14120|1447080
7144|605826
7146|660498
14375|7585109
11922|6259002
14589|15452486
10486|12307466
7188|504822
99037|6635197
13163|15788161
12923|3260974
13829|1762764
14376|7597148
14334|8535768
7279|10361391
13018|9502907
2208|12410361
7316|1489239
11440|4287890
13017|1501728
13324|10343384
13022|7599348
13622|9498184
7339|1500096
10296|9008234
7343|528135
7345|9230908
13830|1486325
14008|9549182
7369|2773066
13167|1433946
99018|6641277
7389|9494775
13409|10379713
13169|9503556
13170|15797786
7421|15583095
12328|9545264
7426|6641010
13171|10338395
14694|10368140
13831|15775083
7470|9558015
77229|1440136
14561|1480952
7510|6524805
10437|1644326
7528|1448381
7531|1490552
8627|6656949
7533|2806538
5722|9193461
13832|6652579
14335|8522463
12482|1426593
14695|1428747
10890|12327950
11335|9118262
10424|12311111
14121|1442099
77195|9547957
13027|7594857
13301|10341683
7661|1428337
10716|6257721
13174|1634981
13330|10369262
13833|1491873
7613|15799716
7696|12332560
7698|15846962
9219|1484433
7721|12356238
7722|10346828
12032|9352494
7777|894814
14010|1845094
2223|1484250
7787|1442110
14011|1451066
13334|10388941
14336|15811783
7805|3381831
13335|10332649
14122|1456935
12124|3612574
12212|1603599
14337|8524842
14012|10386985
7842|9014140
13179|10373407
14013|8549810
13835|1481701
99019|6657790
9489|8989871
13338|6380614
13040|7603052
14562|8550539
8843|4974311
13339|10324267
9918|6676693
8033|12311112
13041|7610227
13340|10377092
8044|4234500
13042|15387586
13591|1489774
8098|7628398
13043|7601623
10936|12327953
13341|10362894
77032|15781435
14124|9504252
13044|1424276
13045|7593355
8431|1436303
13046|7607474
10446|1501758
77176|1781471
9540|6656573
13047|7574901
10404|1450346
13495|9559535
8294|3679146
14014|10390339
14015|10395682
14221|1467584
8326|6642835
13417|3846904
77033|9503534
1499|9001928
13189|3863049
14142|1426968
11308|6359373
13051|15414353
13625|10360713
12403|9515997
12219|1809817
14125|9504255
13346|10403727
13192|9503558
13592|1460722
14126|9504240
13057|15790414
13352|6518597
10955|6258493
8469|10315004
13058|7570140
6570|9395229
14017|10331600
13059|15794780
8500|6314543
376|9500735
14339|15788197
13836|10338477
13194|1498503
13354|1451075
9959|6654225
13347|9008269
13676|15770278
12698|1577494
9767|1440786
14021|9502243
8602|5422102
13355|6671551
13626|9558559
14150|9529304
77196|9547848
13359|1458456
13065|1817486
13838|15418801
99020|6653443
13196|9002508
8783|8982030
13677|9512965
13361|15781475
1802|10351759
13424|9556450
14023|10365132
13198|9558526
13629|9559058
13678|1427887
6039|9225202
13200|15460956
14024|10341001
8796|9646037
13630|9494137
14025|10362214
12553|9549820
8831|491264
13839|1493155
12037|3287474
14380|7593388
14026|10352148
14127|9504242
14381|1493685
14027|10330256
8881|9118309
13841|10404551
9556|9549193
9388|9010488
13842|9503543
8897|6644124
14590|10344040
14382|1479529
13843|1507016
14028|10324234
14029|9545327
13211|1492538
14030|9529341
14031|10367745
